item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q300243,Nigel Dodds,British politician (born 1958),Q6581097,male,1958-08-20T00:00:00Z,11,,
Q7150914,Paul Givan,British politician (born 1981),Q6581097,male,1981-10-12T00:00:00Z,11,,
Q333036,Peter Robinson,Northern Irish politician (born 1948),Q6581097,male,1948-12-29T00:00:00Z,11,,
Q7177640,Peter Weir,Northern Irish politician (born 1968),Q6581097,male,1968-11-21T00:00:00Z,11,,
Q336064,Reg Empey,Northern Ireland politician (born 1947),Q6581097,male,1947-10-26T00:00:00Z,11,,
Q7352813,Robin Swann,Northern Irish politician (born 1971),Q6581097,male,1971-09-24T00:00:00Z,11,,
Q7407480,Sam Foster,Northern Irish politician (1931-2014),Q6581097,male,1931-12-07T00:00:00Z,11,2014-08-19T00:00:00Z,11
Q262040,Sammy Wilson,British politician (born 1953),Q6581097,male,1953-04-04T00:00:00Z,11,,
Q3476695,Seamus Mallon,Northern Irish politician (1936-2020),Q6581097,male,1936-08-17T00:00:00Z,11,2020-01-24T00:00:00Z,11
Q7440987,Sean Farren,Northern Irish politician (born 1939),Q6581097,male,1939-09-06T00:00:00Z,11,,
Q7518906,Simon Hamilton,British politician (born 1977),Q6581097,male,1977-03-17T00:00:00Z,11,,
Q7609180,Stephen Farry,British politician (born 1971),Q6581097,male,1971-04-22T00:00:00Z,11,,
Q8009129,William Fitzsimmons,British politician (1909-1992),Q6581097,male,1909-01-31T00:00:00Z,11,1992-02-21T00:00:00Z,11
